"Rk","G","Game_Location","Opp","Game_Outcome","Team_Score","Opp_Score","FG_team","FGA_team","FG_percent_team","X3P_team","X3PA_team","X3P_percent_team","FT_team","FTA_team","FT_percent_team","ORB_team","TRB_team","AST_team","STL_team","BLK_team","TOV_team","PF_team","FG_opp","FGA_opp","FG_percent_opp","X3P_opp","X3PA_opp","X3P_percent_opp","FT_opp","FTA_opp","FT_percent_opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","Date","team_name"
41,41,"Home","NYK","W",111,101,40,85,0.471,11,31,0.355,20,29,0.69,12,51,25,7,5,14,21,36,89,0.404,7,23,0.304,22,27,0.815,14,48,18,9,2,11,19,2019-01-07,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
42,42,"Home","CHI","W",124,112,47,83,0.566,11,26,0.423,19,21,0.905,6,43,28,6,7,16,21,43,93,0.462,9,22,0.409,17,19,0.895,10,37,22,5,3,12,18,2019-01-09,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
43,43,"Home","CHO","W",127,96,52,93,0.559,15,40,0.375,8,9,0.889,7,47,31,10,16,9,20,36,90,0.4,13,30,0.433,11,16,0.688,10,43,23,3,2,13,10,2019-01-11,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
44,44,"Away","DEN","L",113,116,40,88,0.455,12,34,0.353,21,22,0.955,8,39,25,5,1,9,22,45,81,0.556,9,22,0.409,17,20,0.85,4,35,21,5,0,11,20,2019-01-13,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
45,45,"Away","SAC","L",107,115,37,92,0.402,10,31,0.323,23,29,0.793,17,49,22,6,3,14,23,43,87,0.494,10,26,0.385,19,24,0.792,11,48,24,6,6,13,23,2019-01-14,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
46,46,"Home","CLE","W",129,112,47,89,0.528,16,29,0.552,19,23,0.826,7,41,28,1,6,4,17,45,95,0.474,6,19,0.316,16,19,0.842,12,41,17,0,5,3,18,2019-01-16,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
47,47,"Home","NOP","W",128,112,48,103,0.466,11,34,0.324,21,26,0.808,18,53,30,8,3,6,22,41,84,0.488,8,25,0.32,22,27,0.815,7,41,23,4,6,12,24,2019-01-18,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
48,48,"Away","UTA","W",109,104,45,90,0.5,8,18,0.444,11,15,0.733,7,44,30,6,9,8,22,36,91,0.396,7,33,0.212,25,31,0.806,13,48,21,5,8,15,19,2019-01-21,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
49,49,"Away","OKC","L",114,123,43,95,0.453,10,36,0.278,18,22,0.818,20,52,21,7,3,19,20,43,85,0.506,11,23,0.478,26,33,0.788,9,37,26,16,4,10,20,2019-01-22,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
50,50,"Away","PHO","W",120,106,44,94,0.468,12,26,0.462,20,20,1,14,53,25,8,8,16,24,36,88,0.409,13,38,0.342,21,27,0.778,9,39,19,9,4,16,22,2019-01-24,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
51,51,"Home","ATL","W",120,111,41,82,0.5,11,30,0.367,27,30,0.9,11,47,26,8,7,18,23,42,92,0.457,12,33,0.364,15,20,0.75,9,36,24,9,7,10,27,2019-01-26,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
52,52,"Home","UTA","W",132,105,48,90,0.533,16,32,0.5,20,23,0.87,11,46,28,7,5,13,17,38,85,0.447,11,34,0.324,18,21,0.857,8,36,24,9,4,16,22,2019-01-30,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
53,53,"Home","MIA","L",108,118,42,93,0.452,15,39,0.385,9,12,0.75,7,33,30,6,2,11,21,45,83,0.542,7,22,0.318,21,25,0.84,8,46,18,11,7,12,15,2019-02-05,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
54,54,"Home","SAS","W",127,118,49,91,0.538,11,31,0.355,18,18,1,4,33,26,11,4,8,14,48,91,0.527,12,21,0.571,10,14,0.714,10,43,19,3,3,18,16,2019-02-07,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
55,55,"Away","DAL","L",101,102,42,86,0.488,9,29,0.31,8,14,0.571,12,48,24,7,4,19,26,36,87,0.414,12,37,0.324,18,23,0.783,11,39,20,6,3,15,20,2019-02-10,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
56,56,"Away","OKC","L",111,120,36,87,0.414,11,29,0.379,28,38,0.737,10,46,18,8,7,13,24,41,86,0.477,16,35,0.457,22,29,0.759,7,45,23,9,7,12,28,2019-02-11,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
57,57,"Home","GSW","W",129,107,43,93,0.462,16,37,0.432,27,34,0.794,14,48,24,3,4,4,16,39,97,0.402,13,38,0.342,16,18,0.889,18,49,26,1,9,8,26,2019-02-13,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
58,58,"Away","BRK","W",113,99,46,105,0.438,7,32,0.219,14,16,0.875,19,60,19,7,9,13,21,36,92,0.391,7,36,0.194,20,26,0.769,12,49,26,4,2,12,19,2019-02-21,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
59,59,"Away","PHI","W",130,115,49,99,0.495,5,23,0.217,27,29,0.931,19,53,29,8,6,11,23,42,87,0.483,9,24,0.375,22,28,0.786,7,33,28,5,5,11,23,2019-02-23,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
60,60,"Away","CLE","W",123,110,44,78,0.564,18,29,0.621,17,22,0.773,6,45,26,5,6,13,24,37,89,0.416,13,34,0.382,23,26,0.885,13,40,22,4,1,7,20,2019-02-25,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
61,61,"Away","BOS","W",97,92,38,90,0.422,6,33,0.182,15,20,0.75,13,48,14,11,2,11,15,40,86,0.465,5,28,0.179,7,10,0.7,8,41,20,5,4,16,20,2019-02-27,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
62,62,"Away","TOR","L",117,119,42,85,0.494,14,33,0.424,19,23,0.826,9,42,24,9,4,16,25,45,81,0.556,10,28,0.357,19,21,0.905,2,32,29,9,6,14,17,2019-03-01,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
63,63,"Away","CHO","W",118,108,43,96,0.448,11,32,0.344,21,23,0.913,13,48,26,9,3,11,23,37,83,0.446,14,33,0.424,20,23,0.87,4,35,25,7,5,12,21,2019-03-03,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
64,64,"Away","MEM","L",111,120,42,79,0.532,9,29,0.31,18,21,0.857,5,36,25,7,4,20,29,40,75,0.533,13,27,0.481,27,36,0.75,4,34,22,11,5,16,21,2019-03-05,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
65,65,"Home","OKC","L",121,129,37,94,0.394,9,41,0.22,38,47,0.809,14,51,14,7,8,14,27,48,105,0.457,8,27,0.296,25,32,0.781,16,58,14,7,5,15,31,2019-03-07,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
66,66,"Home","PHO","W",127,120,43,86,0.5,13,29,0.448,28,36,0.778,12,52,19,5,7,16,27,43,103,0.417,9,27,0.333,25,29,0.862,13,43,27,7,5,8,23,2019-03-09,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
67,67,"Away","LAC","W",125,104,47,96,0.49,12,31,0.387,19,26,0.731,18,50,27,8,3,12,20,38,95,0.4,9,15,0.6,19,27,0.704,25,51,21,7,3,11,21,2019-03-12,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
68,68,"Away","NOP","W",122,110,43,96,0.448,10,27,0.37,26,32,0.813,17,54,26,7,8,15,18,45,94,0.479,8,30,0.267,12,25,0.48,14,45,31,7,6,11,23,2019-03-15,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
69,69,"Away","SAS","L",103,108,42,101,0.416,7,28,0.25,12,14,0.857,14,51,23,4,2,8,22,37,79,0.468,8,17,0.471,26,30,0.867,4,44,17,4,10,10,14,2019-03-16,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
70,70,"Home","IND","W",106,98,37,79,0.468,13,32,0.406,19,21,0.905,8,38,24,8,9,17,23,35,83,0.422,10,24,0.417,18,22,0.818,12,39,25,12,3,13,21,2019-03-18,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
71,71,"Home","DAL","W",126,118,45,91,0.495,16,36,0.444,20,25,0.8,12,48,23,6,4,14,17,43,87,0.494,10,30,0.333,22,25,0.88,6,35,20,8,6,11,22,2019-03-20,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
72,72,"Home","DET","W",117,112,43,79,0.544,11,26,0.423,20,27,0.741,11,42,22,4,4,12,14,42,84,0.5,14,34,0.412,14,14,1,6,29,24,9,3,7,21,2019-03-23,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
73,73,"Home","BRK","W",148,144,53,121,0.438,14,45,0.311,28,36,0.778,16,55,35,9,5,3,30,49,103,0.476,15,42,0.357,31,44,0.705,15,59,25,3,4,16,31,2019-03-25,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
74,74,"Away","CHI","W",118,98,43,83,0.518,11,32,0.344,21,25,0.84,9,45,30,4,3,8,16,39,91,0.429,5,23,0.217,15,19,0.789,16,44,22,4,0,8,19,2019-03-27,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
75,75,"Away","ATL","W",118,98,45,96,0.469,9,32,0.281,19,22,0.864,10,55,19,4,4,9,9,38,94,0.404,9,38,0.237,13,14,0.929,8,41,20,5,7,10,22,2019-03-29,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
76,76,"Away","DET","L",90,99,38,102,0.373,4,21,0.19,10,11,0.909,18,59,18,7,5,16,19,37,86,0.43,5,25,0.2,20,26,0.769,7,45,20,8,6,10,21,2019-03-30,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
77,77,"Away","MIN","W",132,122,50,91,0.549,15,30,0.5,17,24,0.708,15,50,31,6,9,14,17,47,96,0.49,11,29,0.379,17,19,0.895,10,37,29,8,3,9,19,2019-04-01,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
78,78,"Home","MEM","W",116,89,48,94,0.511,10,31,0.323,10,16,0.625,14,54,28,9,3,13,14,31,80,0.388,11,33,0.333,16,19,0.842,4,32,20,10,9,13,16,2019-04-03,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
79,79,"Away","DEN","L",110,119,42,86,0.488,10,29,0.345,16,20,0.8,12,40,24,6,2,14,23,43,84,0.512,7,27,0.259,26,29,0.897,12,39,27,10,4,9,19,2019-04-05,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
80,80,"Home","DEN","W",115,108,41,89,0.461,9,28,0.321,24,29,0.828,17,58,22,5,5,16,16,42,95,0.442,13,33,0.394,11,20,0.55,12,42,24,9,4,10,26,2019-04-07,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
81,81,"Away","LAL","W",104,101,37,90,0.411,11,37,0.297,19,22,0.864,11,45,18,8,10,12,14,40,94,0.426,10,29,0.345,11,17,0.647,17,51,29,6,6,17,19,2019-04-09,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
82,82,"Home","SAC","W",136,131,53,91,0.582,14,24,0.583,16,22,0.727,14,44,19,5,2,12,17,50,96,0.521,18,43,0.419,13,16,0.813,12,35,25,5,1,10,17,2019-04-10,"https://www.basketball-reference.com/teams/POR/2019/gamelog/"
1,1,"Home","UTA","L",117,123,49,95,0.516,7,19,0.368,12,18,0.667,5,37,17,8,3,9,27,41,79,0.519,13,27,0.481,28,38,0.737,5,44,21,8,4,17,19,2018-10-17,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
2,2,"Away","NOP","L",129,149,50,96,0.521,10,25,0.4,19,26,0.731,9,39,24,6,2,13,26,56,95,0.589,16,31,0.516,21,33,0.636,12,52,35,6,4,16,25,2018-10-19,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
3,3,"Away","OKC","W",131,120,50,91,0.549,10,22,0.455,21,28,0.75,12,46,28,11,7,17,26,46,104,0.442,9,39,0.231,19,30,0.633,18,51,23,11,9,18,29,2018-10-21,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
4,4,"Away","DEN","L",112,126,45,86,0.523,13,31,0.419,9,20,0.45,9,39,29,7,6,16,17,51,99,0.515,11,30,0.367,13,15,0.867,15,49,31,11,3,12,22,2018-10-23,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
5,5,"Home","MEM","W",97,92,35,83,0.422,6,18,0.333,21,33,0.636,15,57,19,7,5,14,15,36,94,0.383,10,37,0.27,10,13,0.769,13,49,18,7,6,15,25,2018-10-24,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
6,6,"Home","WAS","W",116,112,44,95,0.463,14,37,0.378,14,23,0.609,14,53,25,8,4,18,18,40,86,0.465,14,42,0.333,18,23,0.783,5,42,22,8,7,21,27,2018-10-26,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
7,7,"Away","MIA","W",123,113,48,97,0.495,12,26,0.462,15,25,0.6,9,46,28,8,8,12,23,38,92,0.413,13,39,0.333,24,34,0.706,13,52,20,10,9,18,21,2018-10-29,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
8,8,"Away","ORL","W",107,99,41,84,0.488,8,22,0.364,17,26,0.654,8,51,22,8,6,15,20,36,91,0.396,11,43,0.256,16,22,0.727,11,48,28,10,8,16,22,2018-10-30,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
9,9,"Away","ATL","W",146,115,53,98,0.541,14,35,0.4,26,32,0.813,10,46,38,14,3,14,29,42,87,0.483,8,31,0.258,23,34,0.676,10,43,26,6,6,22,28,2018-11-01,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
10,10,"Away","MIL","L",109,144,42,95,0.442,14,36,0.389,11,22,0.5,8,44,24,6,4,15,26,46,95,0.484,22,56,0.393,30,33,0.909,10,56,30,6,7,12,20,2018-11-04,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
11,11,"Home","TOR","L",105,114,42,88,0.477,8,23,0.348,13,18,0.722,6,31,27,10,5,15,26,41,89,0.461,11,36,0.306,21,23,0.913,13,53,17,10,4,20,20,2018-11-07,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
12,12,"Home","MIN","W",121,110,43,95,0.453,12,32,0.375,23,29,0.793,12,49,25,7,6,12,29,39,94,0.415,7,25,0.28,25,31,0.806,15,52,20,6,1,17,23,2018-11-09,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
13,13,"Home","LAL","L",86,101,32,92,0.348,6,25,0.24,16,20,0.8,13,50,11,7,5,19,20,41,99,0.414,12,38,0.316,7,17,0.412,17,59,23,11,3,14,20,2018-11-10,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
14,14,"Home","SAS","W",104,99,43,86,0.5,11,24,0.458,7,12,0.583,7,45,27,12,3,12,20,38,87,0.437,10,31,0.323,13,16,0.813,9,43,25,5,4,15,12,2018-11-12,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
15,15,"Away","MEM","L",104,112,37,80,0.463,12,33,0.364,18,24,0.75,9,42,23,9,2,21,24,43,85,0.506,11,25,0.44,15,24,0.625,9,40,24,11,5,13,23,2018-11-16,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
16,16,"Away","HOU","L",112,132,46,102,0.451,11,35,0.314,9,12,0.75,13,39,23,10,3,14,21,46,81,0.568,20,47,0.426,20,24,0.833,6,41,27,9,10,22,20,2018-11-17,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
17,17,"Home","OKC","W",117,113,45,102,0.441,16,38,0.421,11,17,0.647,14,59,29,7,4,15,18,45,108,0.417,12,41,0.293,11,16,0.688,13,53,22,8,3,13,22,2018-11-19,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
18,18,"Away","UTA","W",119,110,47,89,0.528,11,25,0.44,14,19,0.737,8,48,27,5,4,11,30,38,88,0.432,12,39,0.308,22,31,0.71,12,46,21,7,7,10,21,2018-11-21,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
19,19,"Away","GSW","L",116,117,42,97,0.433,11,28,0.393,21,29,0.724,13,47,28,6,4,8,22,41,88,0.466,10,34,0.294,25,29,0.862,12,54,28,5,6,14,24,2018-11-24,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
20,20,"Home","UTA","L",112,133,40,85,0.471,9,23,0.391,23,31,0.742,7,36,20,10,7,17,25,49,92,0.533,10,30,0.333,25,33,0.758,13,49,30,11,5,18,26,2018-11-25,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
21,21,"Home","LAC","L",121,133,46,96,0.479,7,24,0.292,22,26,0.846,16,48,26,4,2,11,25,50,90,0.556,12,28,0.429,21,28,0.75,8,38,25,7,5,9,21,2018-11-29,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
22,22,"Home","IND","W",111,110,41,91,0.451,13,29,0.448,16,24,0.667,14,46,25,10,3,20,16,43,82,0.524,10,24,0.417,14,18,0.778,6,42,32,11,5,25,26,2018-12-01,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
23,23,"Away","PHO","W",122,105,45,84,0.536,11,24,0.458,21,32,0.656,9,42,27,13,3,13,22,38,87,0.437,12,43,0.279,17,21,0.81,13,43,27,9,4,21,27,2018-12-04,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
24,24,"Away","CLE","W",129,110,56,98,0.571,13,29,0.448,4,7,0.571,10,35,31,6,5,9,18,43,81,0.531,10,26,0.385,14,19,0.737,7,35,20,4,0,16,17,2018-12-07,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
25,25,"Away","IND","L",97,107,38,90,0.422,9,32,0.281,12,15,0.8,12,43,24,9,8,13,21,40,92,0.435,8,30,0.267,19,22,0.864,15,52,26,7,8,15,17,2018-12-08,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
26,26,"Away","CHI","W",108,89,40,88,0.455,16,37,0.432,12,15,0.8,10,42,28,16,4,16,15,34,76,0.447,8,28,0.286,13,13,1,7,40,16,10,3,27,17,2018-12-10,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
27,27,"Home","MIN","W",141,130,50,86,0.581,19,38,0.5,22,32,0.688,9,38,34,3,6,10,21,50,93,0.538,9,22,0.409,21,27,0.778,12,39,30,4,4,11,24,2018-12-12,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
28,28,"Home","GSW","L",125,130,45,96,0.469,15,44,0.341,20,25,0.8,7,42,33,6,3,13,28,44,96,0.458,15,40,0.375,27,36,0.75,15,60,32,5,0,18,23,2018-12-14,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
29,29,"Away","DAL","W",120,113,46,98,0.469,9,31,0.29,19,21,0.905,11,47,20,6,7,9,26,40,96,0.417,9,35,0.257,24,31,0.774,16,53,22,6,5,14,18,2018-12-16,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
30,30,"Away","MIN","L",105,132,38,90,0.422,14,38,0.368,15,23,0.652,6,38,20,5,4,15,27,48,96,0.5,10,27,0.37,26,30,0.867,11,58,37,10,7,11,24,2018-12-17,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
31,31,"Home","OKC","L",113,132,39,93,0.419,13,34,0.382,22,33,0.667,10,43,28,7,5,13,18,51,102,0.5,13,32,0.406,17,27,0.63,18,66,27,8,6,17,24,2018-12-19,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
32,32,"Home","MEM","W",102,99,33,88,0.375,15,41,0.366,21,29,0.724,12,42,25,10,5,9,15,37,80,0.463,16,32,0.5,9,10,0.9,8,44,24,7,8,18,25,2018-12-21,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
33,33,"Home","NOP","W",122,117,42,100,0.42,14,31,0.452,24,33,0.727,12,50,26,9,4,9,21,44,94,0.468,6,26,0.231,23,28,0.821,12,58,26,6,9,12,29,2018-12-23,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
34,34,"Away","LAC","L",118,127,49,104,0.471,10,30,0.333,10,15,0.667,12,43,26,8,10,13,21,48,96,0.5,12,28,0.429,19,23,0.826,14,50,23,7,6,12,20,2018-12-26,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
35,35,"Home","LAL","W",117,116,45,101,0.446,10,29,0.345,17,21,0.81,16,48,25,10,5,14,20,45,88,0.511,10,25,0.4,16,23,0.696,9,46,25,7,5,17,19,2018-12-27,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
36,36,"Away","LAL","L",114,121,46,95,0.484,13,34,0.382,9,12,0.75,9,45,24,8,5,13,23,47,98,0.48,15,44,0.341,12,20,0.6,12,50,30,7,5,14,17,2018-12-30,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
37,37,"Home","POR","L",108,113,44,115,0.383,11,33,0.333,9,12,0.75,14,53,24,13,4,13,23,39,90,0.433,9,32,0.281,26,30,0.867,10,56,22,11,10,18,19,2019-01-01,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
38,38,"Home","DEN","L",113,117,45,90,0.5,13,31,0.419,10,15,0.667,7,33,25,5,3,8,23,41,89,0.461,14,39,0.359,21,30,0.7,16,54,24,3,3,14,20,2019-01-03,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
39,39,"Home","GSW","L",123,127,46,97,0.474,20,36,0.556,11,14,0.786,14,43,34,12,0,8,18,47,93,0.505,21,47,0.447,12,14,0.857,12,47,29,5,8,13,16,2019-01-05,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
40,40,"Home","ORL","W",111,95,45,98,0.459,10,34,0.294,11,20,0.55,9,57,24,11,4,9,18,32,87,0.368,13,37,0.351,18,24,0.75,5,46,15,8,1,16,15,2019-01-07,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
41,41,"Away","PHO","L",111,115,38,80,0.475,15,29,0.517,20,29,0.69,12,43,26,11,5,25,19,45,88,0.511,10,25,0.4,15,19,0.789,9,37,31,18,7,19,25,2019-01-08,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
42,42,"Home","DET","W",112,102,44,86,0.512,9,22,0.409,15,20,0.75,11,47,29,7,8,19,22,35,82,0.427,11,38,0.289,21,24,0.875,9,37,22,13,3,19,21,2019-01-10,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
43,43,"Home","CHO","W",104,97,41,99,0.414,14,37,0.378,8,12,0.667,12,49,27,8,5,11,21,36,88,0.409,12,36,0.333,13,22,0.591,13,56,21,6,11,18,17,2019-01-12,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
44,44,"Home","POR","W",115,107,43,87,0.494,10,26,0.385,19,24,0.792,11,48,24,6,6,13,23,37,92,0.402,10,31,0.323,23,29,0.793,17,49,22,6,3,14,23,2019-01-14,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
45,45,"Away","CHO","L",95,114,39,88,0.443,11,33,0.333,6,13,0.462,11,42,28,7,3,17,22,39,87,0.448,11,38,0.289,25,29,0.862,12,46,21,11,4,13,16,2019-01-17,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
46,46,"Away","DET","W",103,101,40,89,0.449,10,25,0.4,13,18,0.722,11,39,30,5,5,11,20,36,82,0.439,10,29,0.345,19,25,0.76,13,46,21,6,2,14,23,2019-01-19,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
47,47,"Away","BRK","L",94,123,39,93,0.419,10,25,0.4,6,11,0.545,10,37,26,8,4,14,20,45,90,0.5,13,35,0.371,20,24,0.833,12,56,25,9,4,16,15,2019-01-21,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
48,48,"Away","TOR","L",105,120,41,91,0.451,7,21,0.333,16,22,0.727,10,43,29,8,7,14,27,40,91,0.44,16,40,0.4,24,35,0.686,12,46,25,7,5,16,21,2019-01-22,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
49,49,"Away","MEM","W",99,96,37,91,0.407,12,33,0.364,13,17,0.765,12,49,23,11,5,17,25,34,80,0.425,6,20,0.3,22,27,0.815,9,44,22,13,5,16,22,2019-01-25,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
50,50,"Away","LAC","L",108,122,37,93,0.398,8,36,0.222,26,30,0.867,15,44,18,12,6,12,26,42,88,0.477,11,29,0.379,27,29,0.931,14,52,35,6,1,18,28,2019-01-27,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
51,51,"Home","ATL","W",135,113,54,99,0.545,11,35,0.314,16,21,0.762,15,53,36,7,2,14,24,38,86,0.442,16,46,0.348,21,25,0.84,9,36,24,7,3,20,19,2019-01-30,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
52,52,"Home","PHI","W",115,108,42,92,0.457,11,30,0.367,20,24,0.833,12,50,22,9,2,16,19,41,93,0.441,7,33,0.212,19,25,0.76,14,46,19,9,5,13,22,2019-02-02,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
53,53,"Home","SAS","W",127,112,50,90,0.556,13,32,0.406,14,23,0.609,8,48,26,5,5,8,18,42,98,0.429,9,32,0.281,19,21,0.905,15,46,18,6,3,8,20,2019-02-04,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
54,54,"Home","HOU","L",101,127,39,91,0.429,11,33,0.333,12,20,0.6,20,54,21,5,6,22,22,45,100,0.45,20,51,0.392,17,18,0.944,13,42,17,13,7,11,19,2019-02-06,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
55,55,"Home","MIA","W",102,96,37,90,0.411,9,26,0.346,19,25,0.76,10,46,18,11,5,13,17,38,88,0.432,11,33,0.333,9,19,0.474,11,49,26,6,8,18,21,2019-02-08,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
56,56,"Home","PHO","W",117,104,38,84,0.452,9,31,0.29,32,44,0.727,11,49,26,12,11,12,21,38,91,0.418,6,27,0.222,22,30,0.733,15,54,22,5,4,17,31,2019-02-10,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
57,57,"Away","DEN","L",118,120,42,93,0.452,11,32,0.344,23,28,0.821,10,44,30,12,1,12,23,45,99,0.455,8,31,0.258,22,25,0.88,14,53,26,7,1,13,19,2019-02-13,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
58,58,"Away","GSW","L",123,125,43,99,0.434,10,33,0.303,27,34,0.794,14,52,23,10,3,13,24,43,94,0.457,19,46,0.413,20,24,0.833,8,49,32,5,11,15,26,2019-02-21,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
59,59,"Away","OKC","W",119,116,44,97,0.454,7,19,0.368,24,34,0.706,7,47,24,7,7,9,21,40,105,0.381,14,46,0.304,22,28,0.786,16,59,17,2,6,14,26,2019-02-23,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
60,60,"Away","MIN","L",105,112,37,95,0.389,9,26,0.346,22,29,0.759,14,44,20,13,2,19,27,42,83,0.506,8,31,0.258,20,28,0.714,7,49,23,10,6,22,28,2019-02-25,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
61,61,"Home","MIL","L",140,141,53,118,0.449,12,33,0.364,22,30,0.733,15,58,30,6,6,8,19,54,112,0.482,17,45,0.378,16,21,0.762,11,57,36,3,14,11,18,2019-02-27,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
62,62,"Home","LAC","L",109,116,41,93,0.441,6,21,0.286,21,25,0.84,8,46,27,6,8,8,25,40,92,0.435,12,31,0.387,24,33,0.727,16,58,19,4,6,11,23,2019-03-01,"https://www.basketball-reference.com/teams/SAC/2019/gamelog/"
